Time,Ne,,,,Sample,Population,PopulationQin,LineThickness
3315829.988,10.29835624,2772.266035,0.004138,0.004295,Taj.84. ,CentralAsia,CentralAsia,no
3608903.465,10.31833891,2164.125228,0.00323,0.003361,Taj.84. ,CentralAsia,CentralAsia,no
3927444.982,10.31833891,1645.563023,0.002456,0.002563,Taj.84. ,CentralAsia,CentralAsia,no
4273666.133,10.227703,1221.682524,0.001823,0.001909,Taj.84. ,CentralAsia,CentralAsia,no
4649972.387,10.227703,867.388635,0.001295,0.00136,Taj.84. ,CentralAsia,CentralAsia,no
5058978.429,9.972256899,605.160659,0.000903,0.000952,Taj.84. ,CentralAsia,CentralAsia,no
5503525.792,9.972256899,392.574329,0.000586,0.00062,Taj.84. ,CentralAsia,CentralAsia,no
5986702.751,9.972256899,243.510333,0.000363,0.000386,Taj.84. ,CentralAsia,CentralAsia,no
6511866.499,9.972256899,143.870477,0.000215,0.000229,Taj.84. ,CentralAsia,CentralAsia,no
0,0.809964005,14833.76323,0.031254,0.028718,zBH23Indain,zIndian,zIndian,yes
2288.906209,0.33302573,37269.50896,0.078526,0.071554,zBH23Indain,zIndian,zIndian,yes
4795.963656,0.370934094,33670.15192,0.070942,0.060239,zBH23Indain,zIndian,zIndian,yes
7541.593987,0.331600583,37575.34824,0.07917,0.068429,zBH23Indain,zIndian,zIndian,yes
10549.1019,0.473806774,26294.50668,0.055402,0.049545,zBH23Indain,zIndian,zIndian,yes
13842.99338,0.473806774,26516.07067,0.055869,0.051051,zBH23Indain,zIndian,zIndian,yes
17450.65746,1.034402817,12464.49687,0.026262,0.024298,zBH23Indain,zIndian,zIndian,yes
21402.12596,1.034402817,13046.83353,0.027489,0.025567,zBH23Indain,zIndian,zIndian,yes
25729.83327,1.760842833,8073.500369,0.017011,0.016125,zBH23Indain,zIndian,zIndian,yes
30470.05785,1.760842833,8565.080306,0.018046,0.017533,zBH23Indain,zIndian,zIndian,yes
35661.96119,2.25336763,7107.269292,0.014975,0.014971,zBH23Indain,zIndian,zIndian,yes
41348.30864,2.25336763,7555.368908,0.015919,0.016314,zBH23Indain,zIndian,zIndian,yes
47576.43037,2.514396135,7190.228445,0.01515,0.015843,zBH23Indain,zIndian,zIndian,yes
54397.98112,2.514396135,7626.611726,0.016069,0.017192,zBH23Indain,zIndian,zIndian,yes
61869.42074,2.775217147,7319.490752,0.015422,0.016785,zBH23Indain,zIndian,zIndian,yes
70052.49469,2.775217147,7742.300644,0.016313,0.018037,zBH23Indain,zIndian,zIndian,yes
79015.19503,3.428617015,6632.076143,0.013974,0.015531,zBH23Indain,zIndian,zIndian,yes
88832.00071,3.428617015,7022.670179,0.014797,0.016425,zBH23Indain,zIndian,zIndian,yes
99583.87755,4.543401398,5620.350694,0.011842,0.013108,zBH23Indain,zIndian,zIndian,yes
111359.96,4.543401398,5970.955365,0.012581,0.013864,zBH23Indain,zIndian,zIndian,yes
124258.0318,5.919711177,4874.369041,0.01027,0.011309,zBH23Indain,zIndian,zIndian,yes
138385.0062,5.919711177,5191.491352,0.010938,0.012044,zBH23Indain,zIndian,zIndian,yes
153857.8873,7.260244851,4509.786714,0.009502,0.01049,zBH23Indain,zIndian,zIndian,yes
170804.7307,7.260244851,4806.589111,0.010127,0.011214,zBH23Indain,zIndian,zIndian,yes
189366.0855,8.382684622,4434.851363,0.009344,0.010378,zBH23Indain,zIndian,zIndian,yes
209695.9548,8.382684622,4722.092692,0.009949,0.011072,zBH23Indain,zIndian,zIndian,yes
231962.5171,9.319134519,4518.004922,0.009519,0.010601,zBH23Indain,zIndian,zIndian,yes
256350.5281,9.319134519,4800.25921,0.010114,0.011241,zBH23Indain,zIndian,zIndian,yes
283061.8016,10.02912801,4731.323332,0.009969,0.011054,zBH23Indain,zIndian,zIndian,yes
312317.8527,10.02912801,5009.721909,0.010555,0.011659,zBH23Indain,zIndian,zIndian,yes
344361.0981,10.3310981,5135.852677,0.010821,0.011919,zBH23Indain,zIndian,zIndian,yes
379457.2595,10.3310981,5408.037425,0.011395,0.012515,zBH23Indain,zIndian,zIndian,yes
417896.8049,10.244216,5720.333026,0.012053,0.01321,zBH23Indain,zIndian,zIndian,yes
459998.7924,10.244216,5973.894865,0.012587,0.013775,zBH23Indain,zIndian,zIndian,yes
506111.5914,9.928316607,6402.399789,0.01349,0.014739,zBH23Indain,zIndian,zIndian,yes
556617.4469,9.928316607,6610.580814,0.013928,0.015209,zBH23Indain,zIndian,zIndian,yes
611935.1229,9.559249947,7039.995767,0.014833,0.016176,zBH23Indain,zIndian,zIndian,yes
672523.0252,9.559249947,7163.701418,0.015094,0.016455,zBH23Indain,zIndian,zIndian,yes
738882.8057,9.302005453,7430.089819,0.015655,0.017047,zBH23Indain,zIndian,zIndian,yes
811564.8877,9.302005453,7431.817186,0.015659,0.017039,zBH23Indain,zIndian,zIndian,yes
891171.3495,9.255447921,7404.669455,0.015601,0.016957,zBH23Indain,zIndian,zIndian,yes
978361.9303,9.255447921,7269.347695,0.015316,0.016619,zBH23Indain,zIndian,zIndian,yes
1073859.076,9.420109733,6946.667815,0.014636,0.015863,zBH23Indain,zIndian,zIndian,yes
1178454.185,9.420109733,6688.046811,0.014092,0.015233,zBH23Indain,zIndian,zIndian,yes
1293014.097,9.712303091,6182.819,0.013027,0.014068,zBH23Indain,zIndian,zIndian,yes
1418487.818,9.712303091,5829.084561,0.012282,0.013226,zBH23Indain,zIndian,zIndian,yes
1555915.649,9.981462032,5283.752983,0.011133,0.011982,zBH23Indain,zIndian,zIndian,yes
1706436.159,9.981462032,4858.665064,0.010237,0.010995,zBH23Indain,zIndian,zIndian,yes
1871296.749,10.05934823,4363.30303,0.009193,0.009875,zBH23Indain,zIndian,zIndian,yes
2051863.507,10.05934823,3881.089645,0.008177,0.008778,zBH23Indain,zIndian,zIndian,yes
2249632.74,9.840506257,3450.648553,0.00727,0.007811,zBH23Indain,zIndian,zIndian,yes
2466243.464,9.840506257,2927.749833,0.006169,0.006633,zBH23Indain,zIndian,zIndian,yes
2703490.623,9.329055945,2537.422872,0.005346,0.005757,zBH23Indain,zIndian,zIndian,yes
2963340.22,9.329055945,2011.175589,0.004237,0.004574,zBH23Indain,zIndian,zIndian,yes
3247945.658,8.429203932,1678.636459,0.003537,0.003823,zBH23Indain,zIndian,zIndian,yes
3559665.277,8.429203932,1195.826929,0.00252,0.002731,zBH23Indain,zIndian,zIndian,yes
3901082.294,8.429203932,817.728496,0.001723,0.001872,zBH23Indain,zIndian,zIndian,yes
4275026.189,8.429203932,534.677686,0.001127,0.001226,zBH23Indain,zIndian,zIndian,yes
0,0.954863126,15147.21771,0.047172,0.050343,xShanxi,xShanxi,xShanxi,yes
4123.509756,0.626283416,23552.21723,0.073347,0.060152,xShanxi,xShanxi,xShanxi,yes
8611.353178,2.650776896,5752.836097,0.017916,0.012055,xShanxi,xShanxi,xShanxi,yes
13495.29269,3.673140477,4435.020717,0.013812,0.009438,xShanxi,xShanxi,xShanxi,yes
18810.36037,4.729113626,3692.887371,0.0115,0.008687,xShanxi,xShanxi,xShanxi,yes
24594.39088,4.729113626,3961.616559,0.012337,0.009859,xShanxi,xShanxi,xShanxi,yes
30889.42271,7.309943129,2753.933304,0.008576,0.007068,xShanxi,xShanxi,xShanxi,yes
37739.82983,7.309943129,2964.458017,0.009232,0.007991,xShanxi,xShanxi,xShanxi,yes
45195.59135,8.693768808,2683.237244,0.008356,0.007711,xShanxi,xShanxi,xShanxi,yes
53309.02185,8.693768808,2888.587812,0.008996,0.008738,xShanxi,xShanxi,xShanxi,yes
62138.97523,8.384058652,3220.691355,0.01003,0.010114,xShanxi,xShanxi,xShanxi,yes
71748.50923,8.384058652,3458.565258,0.010771,0.011265,xShanxi,xShanxi,xShanxi,yes
82206.28675,7.918965282,3925.733448,0.012226,0.013025,xShanxi,xShanxi,xShanxi,yes
93587.04289,7.918965282,4201.347977,0.013084,0.01406,xShanxi,xShanxi,xShanxi,yes
105972.9863,7.768369787,4575.851322,0.01425,0.015352,xShanxi,xShanxi,xShanxi,yes
119451.9307,7.768369787,4880.101303,0.015198,0.016355,xShanxi,xShanxi,xShanxi,yes
134121.4988,7.880589227,5122.161363,0.015952,0.017072,xShanxi,xShanxi,xShanxi,yes
150085.3856,7.880589227,5444.293239,0.016955,0.017996,xShanxi,xShanxi,xShanxi,yes
167458.9635,7.993965788,5693.834598,0.017732,0.018687,xShanxi,xShanxi,xShanxi,yes
186366.4795,7.993965788,6028.069071,0.018773,0.019676,xShanxi,xShanxi,xShanxi,yes
206942.924,8.056996998,6317.39391,0.019674,0.020545,xShanxi,xShanxi,xShanxi,yes
229336.3658,8.056996998,6656.071149,0.020729,0.02155,xShanxi,xShanxi,xShanxi,yes
253706.5514,8.118775547,6940.656182,0.021615,0.022396,xShanxi,xShanxi,xShanxi,yes
280227.7068,8.118775547,7271.390031,0.022645,0.023376,xShanxi,xShanxi,xShanxi,yes
309090.8738,8.025786597,7678.369842,0.023912,0.024637,xShanxi,xShanxi,xShanxi,yes
340501.5739,8.025786597,7983.788008,0.024863,0.025584,xShanxi,xShanxi,xShanxi,yes
374685.8808,7.808497446,8491.915949,0.026446,0.027205,xShanxi,xShanxi,xShanxi,yes
411887.6179,7.808497446,8742.416283,0.027226,0.028018,xShanxi,xShanxi,xShanxi,yes
452373.963,7.583209303,9213.695726,0.028694,0.029545,xShanxi,xShanxi,xShanxi,yes
496434.5149,7.583209303,9370.259994,0.029181,0.030081,xShanxi,xShanxi,xShanxi,yes
544384.5622,7.418197575,9675.07272,0.03013,0.031086,xShanxi,xShanxi,xShanxi,yes
596567.8864,7.418197575,9699.763304,0.030207,0.031207,xShanxi,xShanxi,xShanxi,yes
653358.1632,7.348335108,9741.823363,0.030338,0.031366,xShanxi,xShanxi,xShanxi,yes
715162.2317,7.348335108,9611.083494,0.029931,0.030979,xShanxi,xShanxi,xShanxi,yes
782422.4304,7.386652776,9354.28437,0.029131,0.030165,xShanxi,xShanxi,xShanxi,yes
855620.3337,7.386652776,9068.941006,0.028243,0.029264,xShanxi,xShanxi,xShanxi,yes
935280.4886,7.537725981,8539.817048,0.026595,0.027558,xShanxi,xShanxi,xShanxi,yes
1021973.217,7.537725981,8127.467035,0.025311,0.026226,xShanxi,xShanxi,xShanxi,yes
1116319.289,7.807494255,7399.197488,0.023043,0.023865,xShanxi,xShanxi,xShanxi,yes
1218994.588,7.807494255,6908.463676,0.021515,0.022259,xShanxi,xShanxi,xShanxi,yes
1330734.323,8.1854002,6094.008037,0.018978,0.019615,xShanxi,xShanxi,xShanxi,yes
1452338.624,8.1854002,5578.736333,0.017373,0.017921,xShanxi,xShanxi,xShanxi,yes
1584679.092,8.637584777,4790.602163,0.014919,0.015366,xShanxi,xShanxi,xShanxi,yes
1728702.059,8.637584777,4294.556347,0.013374,0.013738,xShanxi,xShanxi,xShanxi,yes
1885440.271,9.11822496,3605.58212,0.011229,0.011514,xShanxi,xShanxi,xShanxi,yes
2056015.688,9.11822496,3157.44267,0.009833,0.010052,xShanxi,xShanxi,xShanxi,yes
2241650.231,9.573541194,2598.373813,0.008092,0.008257,xShanxi,xShanxi,xShanxi,yes
2443672.782,9.573541194,2213.51939,0.006893,0.007013,xShanxi,xShanxi,xShanxi,yes
2663530.4,9.937253837,1786.657581,0.005564,0.005652,xShanxi,xShanxi,xShanxi,yes
2902797.661,9.937253837,1470.690509,0.00458,0.00464,xShanxi,xShanxi,xShanxi,yes
3163188.334,10.13702695,1161.373337,0.003617,0.003661,xShanxi,xShanxi,xShanxi,yes
3446566.593,10.13702695,914.09679,0.002847,0.002877,xShanxi,xShanxi,xShanxi,yes
3754962.43,10.13176152,699.491547,0.002178,0.002201,xShanxi,xShanxi,xShanxi,yes
4090584.268,10.13176152,518.54797,0.001615,0.001631,xShanxi,xShanxi,xShanxi,yes
4455835.775,9.844477203,380.156465,0.001184,0.001196,xShanxi,xShanxi,xShanxi,yes
4853332.681,9.844477203,259.056954,0.000807,0.000816,xShanxi,xShanxi,xShanxi,yes
5285921.924,9.844477203,169.395123,0.000528,0.000534,xShanxi,xShanxi,xShanxi,yes
5756700.81,9.844477203,105.901363,0.00033,0.000335,xShanxi,xShanxi,xShanxi,yes
